word,score,weights
testing,6.589562887760858,1
doubt,6.590311237032025,1
soul,6.5903681161872525,1
instance,6.5903981847218525,1
doctor,6.590841337386019,1
doe,6.591486938507107,1
fix,6.591685393659458,1
restriction,6.591738029639609,1
argue,6.591739686228936,1
judge,6.591987569364162,1
collect,6.592430291461713,1
nuclear,6.5936454156577895,1
icon,6.593674142857143,1
additionally,6.593859428030302,1
sick,6.593970625000001,1
labyrinth,6.5941498740554145,1
search,6.594197911036036,1
spending,6.594816945641026,1
catch,6.595444584239411,1
determine,6.5956944457478,1
sitting,6.597380784627702,1
delay,6.597773033884948,1
adequate,6.597849002849003,1
passive,6.597884982121573,1
sum,6.598351211904762,1
conversion,6.599519118996636,1
flimsy,6.599615889328063,1
neat,6.599775273441845,1
school,6.600231976047905,1
admittedly,6.600594450041981,1
affected,6.60093057996485,1
differentiate,6.601435555555557,1
reaction,6.601451548864507,1
killing,6.601515144053189,1
blank,6.601632435817158,1
serf,6.601859332238642,1
million,6.602136635730859,1
bog,6.603324708454811,1
totally,6.604130049600911,1
lesson,6.604506512301013,1
happen,6.605112127163281,1
dictate,6.60641282051282,1
drink,6.606702380952382,1
resolve,6.606712452769774,1
tested,6.607180733539549,1
wound,6.6073226544622425,1
modifier,6.608317673816568,1
liking,6.6098275921711425,1
person,6.610025399304322,1
speed,6.612721797134186,1
attribute,6.613777703156481,1
attack,6.614311336637652,1
bang,6.614378317680686,1
cloud,6.614417637271214,1
chicken,6.6145912854030495,1
typical,6.614713779278329,1
wacky,6.615014322916667,1
pair,6.615019512195122,1
distance,6.615635786223278,1
leader,6.616056142178785,1
originality,6.618259816753926,1
nut,6.618641469979295,1
leave,6.618739951569942,1
solitary,6.618784629133154,1
walking,6.618807582260373,1
dead,6.619237010390636,1
defend,6.619559310824922,1
fancy,6.619663489871087,1
voting,6.619693099173554,1
discard,6.620268872697598,1
hot,6.620509505703422,1
loud,6.620642628205128,1
imagine,6.621080027052159,1
fragile,6.62142782152231,1
hanging,6.621804769357496,1
turned,6.622718337261372,1
ambiguity,6.623176023329798,1
tendency,6.624138561320754,1
impression,6.624857351108448,1
verdict,6.626276752767529,1
screw,6.626334975999999,1
confusion,6.626636506616258,1
generally,6.627096327523841,1
shooting,6.629090909090909,1
clue,6.629499944751382,1
shark,6.629959655963303,1
product,6.630236886997822,1
basic,6.631413929862387,1
screwing,6.632417763157895,1
excitement,6.633994841802493,1
shape,6.634340775862069,1
bug,6.634861245447925,1
biggest,6.635581244861042,1
fruit,6.635647653000595,1
gifted,6.635776351495727,1
positive,6.637390990159902,1
owner,6.637752040615788,1
charm,6.638143296590618,1
similarly,6.639242390684411,1
assuming,6.640238392181589,1
lower,6.6402469964753275,1
circle,6.641294962003941,1
vampire,6.641311258278146,1
whim,6.64162424969988,1
miss,6.641721727228447,1
developer,6.6418716931216935,1
involve,6.642076223637088,1
limited,6.6423052621240855,1
shut,6.642564826700899,1
blame,6.642780832678712,1
revealing,6.642959420289855,1
simply,6.643497169962244,1
grade,6.643756646216769,1
selling,6.644643848171578,1
tiny,6.644830713545104,1
damage,6.644880175291277,1
panic,6.645203339130435,1
code,6.645673970448046,1
information,6.645991218701655,1
colored,6.646036926456984,1
claim,6.646447859167536,1
respect,6.646637306713644,1
latter,6.646799004137931,1
effect,6.647186014927362,1
land,6.647294117821781,1
lose,6.647379997140507,1
college,6.6475521754510085,1
item,6.64783727090636,1
vein,6.6484026113013694,1
deliver,6.648647212008993,1
led,6.648930710156895,1
alhambra,6.649120129745315,1
tin,6.649802049622438,1
hide,6.650383656509695,1
waiting,6.651220138908882,1
chaos,6.65122476869675,1
money,6.651392476278058,1
obstacle,6.6518749999999995,1
lock,6.652201268364348,1
color,6.652260050363047,1
flash,6.653296460176992,1
flaw,6.653854235018086,1
fairy,6.653870920957217,1
trouble,6.65411911822572,1
collected,6.6549688416815735,1
shop,6.655064271225731,1
hook,6.655282661782661,1
majority,6.656722651423174,1
falling,6.657483958090803,1
chance,6.65750180478118,1
boat,6.658756026165168,1
matter,6.659885201638159,1
author,6.660160505381376,1
calculate,6.661204063710719,1
convincing,6.661321362799263,1
abstract,6.661966651891357,1
eventually,6.662303945371774,1
resolution,6.663261965891473,1
ass,6.6652,1
pushing,6.666236626192541,1
eating,6.666918854415275,1
suspect,6.667146383235945,1
plastic,6.668341433341099,1
inherent,6.668628453038673,1
potentially,6.668897700778432,1
leaving,6.669107885379628,1
identity,6.669543373493976,1
eat,6.669660795568983,1
special,6.66985906184462,1
attacker,6.670382535675083,1
logic,6.670447633969119,1
type,6.670485199629825,1
swing,6.670488868091118,1
admit,6.670830470879802,1
clip,6.671217913204063,1
rotating,6.671376395534289,1
quarter,6.671394607843138,1
popular,6.671569508928571,1
fulfill,6.672031668856767,1
physically,6.672080372250423,1
interesting,6.673255195532562,1
ending,6.673286730794229,1
killer,6.673511855237154,1
minimal,6.6736099981929895,1
sheep,6.673946490887941,1
news,6.674022190408017,1
click,6.67469674227218,1
function,6.6747460037827615,1
distribution,6.674843623188405,1
process,6.676805238926174,1
enjoyment,6.678177027401051,1
standing,6.6790443007275675,1
store,6.67916480300615,1
defined,6.679652461161079,1
turn,6.679853837657925,1
read,6.680234144818096,1
translation,6.680709865933311,1
chose,6.680786944696283,1
risk,6.680905809595202,1
category,6.681102661911555,1
girl,6.681809402795426,1
welcome,6.681871007307756,1
stated,6.681926960507758,1
burned,6.682142429995253,1
filler,6.682665885703578,1
upkeep,6.682833962940824,1
silent,6.682875234521576,1
compelling,6.682971580628887,1
primary,6.683835421166307,1
truck,6.68445611618799,1
erratum,6.68486790527018,1
spell,6.6849241196114155,1
potter,6.68538143989432,1
spoil,6.68598872445384,1
busy,6.686781821247892,1
buck,6.68682910260994,1
shuffle,6.687756671961874,1
center,6.68818804664723,1
mouse,6.688529963310232,1
based,6.688941512357786,1
attract,6.689007633587786,1
walk,6.689266452074391,1
crash,6.689637532133676,1
crowd,6.689718581744655,1
machi,6.691151234567901,1
stand,6.691712487840916,1
bet,6.691756356413167,1
parent,6.691901283880171,1
card,6.692063521996995,1
stop,6.692150835982794,1
relevant,6.692257980582525,1
image,6.692593140794224,1
comment,6.6931683216964055,1
reverse,6.693853941120608,1
patience,6.694015363128491,1
moving,6.695091407393239,1
timer,6.695558181337563,1
identify,6.695799512987013,1
piece,6.695971707041547,1
ratio,6.696318123867069,1
teacher,6.696473867595818,1
loose,6.696520677083334,1
beer,6.698539327192632,1
dinosaur,6.698712871287129,1
accept,6.698992282655246,1
mitigation,6.699403635448137,1
column,6.69952149514563,1
department,6.699559176672384,1
resolved,6.699678001916626,1
portion,6.699796885934219,1
middle,6.700202931953592,1
leading,6.700857581648522,1
window,6.7013805774278214,1
crayon,6.701561989100817,1
showing,6.701609626168223,1
jungle,6.701719258843346,1
extent,6.701862575027787,1
removing,6.702342027920646,1
entire,6.702519703266371,1
discount,6.702691626409018,1
adjacent,6.702698892188892,1
call,6.702931320901996,1
sufficiently,6.702962025316456,1
prevent,6.703349727793697,1
pit,6.70358125,1
animal,6.703849170543315,1
timed,6.704462482946794,1
rate,6.705001169147308,1
akin,6.705400662544169,1
brown,6.7054551066217725,1
decline,6.705536839933992,1
floor,6.705790918293564,1
unplayed,6.7059327610993655,1
truth,6.705972823072657,1
press,6.7062047174828265,1
shiny,6.70639652014652,1
generate,6.708514762898897,1
nifty,6.708664197530864,1
trump,6.709111072783719,1
particular,6.709566584248293,1
convert,6.709776247848537,1
comparison,6.709997415329769,1
dirty,6.710400555555555,1
car,6.7107656189353415,1
lying,6.710767784642542,1
shuffling,6.710807007466973,1
longer,6.711073417314487,1
pen,6.7111559088182355,1
mile,6.711872573839662,1
lay,6.712230656986431,1
trade,6.7129212007472825,1
public,6.713629351155667,1
calculation,6.713919743155517,1
stayed,6.714150853889943,1
orange,6.714264086232239,1
revealed,6.715015143351458,1
major,6.715736184792219,1
admire,6.716019520766773,1
horse,6.716357388487416,1
considerably,6.717118309156845,1
disc,6.717264810552906,1
cube,6.717607755741127,1
proper,6.7177869944156345,1
knowledge,6.7181094119477285,1
collectible,6.718130061349694,1
knocking,6.7191433566433565,1
knew,6.7193891383055755,1
net,6.719540940023068,1
prefer,6.719816475772767,1
chasing,6.720153994225217,1
betting,6.720188403614459,1
total,6.72031227162551,1
issue,6.720673063748548,1
suit,6.720894472811671,1
stuff,6.7215148257462065,1
harry,6.7217663619631915,1
pub,6.7218491625817,1
blocked,6.7220156682629515,1
disadvantage,6.722359570661897,1
someday,6.72263947368421,1
line,6.7230724761641,1
realize,6.723286719290957,1
bullet,6.723734939759035,1
simplified,6.723999046483909,1
improve,6.724642510576824,1
connection,6.724797136038187,1
chucker,6.724947706422018,1
early,6.7252686478961365,1
central,6.7255241670094605,1
casino,6.7255719512195125,1
direction,6.726489010082493,1
strangely,6.726782422293676,1
acting,6.726900373134328,1
spite,6.726916249431042,1
blow,6.727367635708774,1
display,6.727937853107345,1
accumulate,6.729216580645161,1
rely,6.729637441860465,1
point,6.729657924358552,1
fair,6.729734863805474,1
turning,6.729943701578192,1
condition,6.730332492400032,1
flick,6.730491397109428,1
listed,6.731475898123324,1
probably,6.731587090614066,1
paying,6.731836520947176,1
characteristic,6.7323085182534,1
winner,6.732374316550252,1
hand,6.732398996855735,1
general,6.733224185022025,1
potential,6.7334619491157905,1
altogether,6.733566363636363,1
older,6.733688727014011,1
topic,6.733785056564062,1
instruction,6.735130088516747,1
twenty,6.735448717948718,1
speak,6.73548881640261,1
comic,6.735846088193457,1
experiment,6.735905986597172,1
requirement,6.736646865353912,1
aim,6.737283476898982,1
current,6.73749336,1
appealing,6.737629156055672,1
figured,6.738555532503458,1
position,6.73865248448385,1
corresponding,6.738780370072406,1
fault,6.73950240689131,1
interpretation,6.739751208944793,1
slot,6.73991322603219,1
light,6.740030463087852,1
encourage,6.740416441605839,1
fairly,6.740531249147473,1
searching,6.740636601657728,1
werewolf,6.741037336666092,1
address,6.741149328947368,1
inspiration,6.741157063197027,1
laugh,6.741555127484874,1
initial,6.7428987971423195,1
winning,6.743035267958951,1
wind,6.743121543188801,1
handful,6.743244047619048,1
assemble,6.743336457357075,1
movement,6.743664402761408,1
stopping,6.744615580016935,1
cow,6.744966065747613,1
hinder,6.744980514419329,1
express,6.74503326764145,1
wall,6.745063596844308,1
desperately,6.7451135666463795,1
pyramid,6.745423087469152,1
destroy,6.745448531963471,1
scored,6.745960716837342,1
reflect,6.746126428999401,1
substitute,6.746545004945598,1
pirate,6.747175963089844,1
remind,6.747203380511704,1
reveal,6.747214442664226,1
similar,6.747535914245294,1
laser,6.747888905325444,1
scream,6.7480696798493405,1
designer,6.748139667115796,1
bomb,6.748323343182778,1
photo,6.748509321086261,1
hurt,6.749008381173736,1
reach,6.749112548603747,1
former,6.749338852108916,1
reading,6.749618892360125,1
